age,prob_death,se,sex,year,province
0,6.0600000000000003E-3,3.5E-4,M,1996,CA
1,4.4000000000000002E-4,9.0000000000000006E-5,M,1996,CA
2,3.3E-4,8.0000000000000007E-5,M,1996,CA
3,2.5999999999999998E-4,6.9999999999999994E-5,M,1996,CA
4,2.1000000000000001E-4,6.0000000000000002E-5,M,1996,CA
5,1.8000000000000001E-4,6.0000000000000002E-5,M,1996,CA
6,1.6000000000000001E-4,5.0000000000000002E-5,M,1996,CA
7,1.3999999999999999E-4,5.0000000000000002E-5,M,1996,CA
8,1.3999999999999999E-4,5.0000000000000002E-5,M,1996,CA
9,1.2999999999999999E-4,5.0000000000000002E-5,M,1996,CA
10,1.3999999999999999E-4,5.0000000000000002E-5,M,1996,CA
11,1.4999999999999999E-4,5.0000000000000002E-5,M,1996,CA
12,1.7000000000000001E-4,6.0000000000000002E-5,M,1996,CA
13,2.2000000000000001E-4,6.0000000000000002E-5,M,1996,CA
14,2.9E-4,6.9999999999999994E-5,M,1996,CA
15,4.0999999999999999E-4,9.0000000000000006E-5,M,1996,CA
16,5.6999999999999998E-4,1E-4,M,1996,CA
17,7.2000000000000005E-4,1.2E-4,M,1996,CA
18,8.4000000000000003E-4,1.2999999999999999E-4,M,1996,CA
19,9.3000000000000005E-4,1.2999999999999999E-4,M,1996,CA
20,9.8999999999999999E-4,1.3999999999999999E-4,M,1996,CA
21,1.0399999999999999E-3,1.3999999999999999E-4,M,1996,CA
22,1.06E-3,1.3999999999999999E-4,M,1996,CA
23,1.06E-3,1.3999999999999999E-4,M,1996,CA
24,1.0300000000000001E-3,1.3999999999999999E-4,M,1996,CA
25,9.8999999999999999E-4,1.2999999999999999E-4,M,1996,CA
26,9.7999999999999997E-4,1.2999999999999999E-4,M,1996,CA
27,9.7999999999999997E-4,1.2999999999999999E-4,M,1996,CA
28,1.01E-3,1.2999999999999999E-4,M,1996,CA
29,1.0499999999999999E-3,1.2999999999999999E-4,M,1996,CA
30,1.1100000000000001E-3,1.2999999999999999E-4,M,1996,CA
31,1.1900000000000001E-3,1.2999999999999999E-4,M,1996,CA
32,1.2600000000000001E-3,1.2999999999999999E-4,M,1996,CA
33,1.34E-3,1.3999999999999999E-4,M,1996,CA
34,1.41E-3,1.3999999999999999E-4,M,1996,CA
35,1.48E-3,1.4999999999999999E-4,M,1996,CA
36,1.5499999999999999E-3,1.4999999999999999E-4,M,1996,CA
37,1.6299999999999999E-3,1.4999999999999999E-4,M,1996,CA
38,1.7099999999999999E-3,1.6000000000000001E-4,M,1996,CA
39,1.7899999999999999E-3,1.6000000000000001E-4,M,1996,CA
40,1.8699999999999999E-3,1.7000000000000001E-4,M,1996,CA
41,1.97E-3,1.8000000000000001E-4,M,1996,CA
42,2.0799999999999998E-3,1.8000000000000001E-4,M,1996,CA
43,2.2200000000000002E-3,1.9000000000000001E-4,M,1996,CA
44,2.3700000000000001E-3,2.0000000000000001E-4,M,1996,CA
45,2.5500000000000002E-3,2.1000000000000001E-4,M,1996,CA
46,2.7599999999999999E-3,2.2000000000000001E-4,M,1996,CA
47,3.0100000000000001E-3,2.3000000000000001E-4,M,1996,CA
48,3.3E-3,2.4000000000000001E-4,M,1996,CA
49,3.63E-3,2.5999999999999998E-4,M,1996,CA
50,4.0200000000000001E-3,2.9E-4,M,1996,CA
51,4.47E-3,3.2000000000000003E-4,M,1996,CA
52,4.9699999999999996E-3,3.4000000000000002E-4,M,1996,CA
53,5.5100000000000001E-3,3.6000000000000002E-4,M,1996,CA
54,6.11E-3,4.0000000000000002E-4,M,1996,CA
55,6.7799999999999996E-3,4.2000000000000002E-4,M,1996,CA
56,7.5199999999999998E-3,4.6000000000000001E-4,M,1996,CA
57,8.3300000000000006E-3,4.8999999999999998E-4,M,1996,CA
58,9.2200000000000008E-3,5.1999999999999995E-4,M,1996,CA
59,1.0200000000000001E-2,5.5999999999999995E-4,M,1996,CA
60,1.128E-2,5.9000000000000003E-4,M,1996,CA
61,1.248E-2,6.3000000000000003E-4,M,1996,CA
62,1.379E-2,6.7000000000000002E-4,M,1996,CA
63,1.523E-2,6.9999999999999999E-4,M,1996,CA
64,1.6809999999999999E-2,7.2999999999999996E-4,M,1996,CA
65,1.8550000000000001E-2,7.6999999999999996E-4,M,1996,CA
66,2.0459999999999999E-2,8.3000000000000001E-4,M,1996,CA
67,2.2550000000000001E-2,8.8999999999999995E-4,M,1996,CA
68,2.4850000000000001E-2,9.5E-4,M,1996,CA
69,2.7369999999999998E-2,1.0200000000000001E-3,M,1996,CA
70,3.0120000000000001E-2,1.08E-3,M,1996,CA
71,3.3140000000000003E-2,1.16E-3,M,1996,CA
72,3.644E-2,1.25E-3,M,1996,CA
73,4.0050000000000002E-2,1.34E-3,M,1996,CA
74,4.3999999999999997E-2,1.4400000000000001E-3,M,1996,CA
75,4.8309999999999999E-2,1.56E-3,M,1996,CA
76,5.3019999999999998E-2,1.7099999999999999E-3,M,1996,CA
77,5.8160000000000003E-2,1.9499999999999999E-3,M,1996,CA
78,6.3759999999999997E-2,2.14E-3,M,1996,CA
79,6.9870000000000002E-2,2.32E-3,M,1996,CA
80,7.6530000000000001E-2,2.5100000000000001E-3,M,1996,CA
81,8.3779999999999993E-2,2.6800000000000001E-3,M,1996,CA
82,9.1670000000000001E-2,2.98E-3,M,1996,CA
83,0.10026,3.32E-3,M,1996,CA
84,0.1096,3.7799999999999999E-3,M,1996,CA
85,0.11975,4.2599999999999999E-3,M,1996,CA
86,0.13077,4.79E-3,M,1996,CA
87,0.14274000000000001,5.4900000000000001E-3,M,1996,CA
88,0.15572,6.2700000000000004E-3,M,1996,CA
89,0.16980000000000001,7.2899999999999996E-3,M,1996,CA
90,0.18507000000000001,8.4600000000000005E-3,M,1996,CA
91,0.20127999999999999,9.9000000000000008E-3,M,1996,CA
92,0.21809999999999999,1.1639999999999999E-2,M,1996,CA
93,0.23544000000000001,1.3780000000000001E-2,M,1996,CA
94,0.25322,1.6389999999999998E-2,M,1996,CA
95,0.26462000000000002,1.95E-2,M,1996,CA
96,0.28192,2.349E-2,M,1996,CA
97,0.29951,2.8490000000000001E-2,M,1996,CA
98,0.31729000000000002,3.4790000000000001E-2,M,1996,CA
99,0.33516000000000001,4.2819999999999997E-2,M,1996,CA
100,0.35302,5.3769999999999998E-2,M,1996,CA
101,0.37076999999999999,6.8559999999999996E-2,M,1996,CA
102,0.38829999999999998,7.671E-2,M,1996,CA
103,0.40553,0.11098,M,1996,CA
104,0.42236000000000001,0.12977,M,1996,CA
105,0.43872,0.15809000000000001,M,1996,CA
106,0.45452999999999999,0.25896000000000002,M,1996,CA
107,0.46973999999999999,0.47402,M,1996,CA
108,0.48430000000000001,0.48200999999999999,M,1996,CA
109,0.49815999999999999,0.84921999999999997,M,1996,CA
110,1,0,M,1996,CA
0,4.96E-3,3.3E-4,F,1996,CA
1,3.3E-4,8.0000000000000007E-5,F,1996,CA
2,2.7E-4,6.9999999999999994E-5,F,1996,CA
3,2.3000000000000001E-4,6.9999999999999994E-5,F,1996,CA
4,2.0000000000000001E-4,6.0000000000000002E-5,F,1996,CA
5,1.7000000000000001E-4,6.0000000000000002E-5,F,1996,CA
6,1.4999999999999999E-4,5.0000000000000002E-5,F,1996,CA
7,1.3999999999999999E-4,5.0000000000000002E-5,F,1996,CA
8,1.2999999999999999E-4,5.0000000000000002E-5,F,1996,CA
9,1.2E-4,5.0000000000000002E-5,F,1996,CA
10,1.2E-4,5.0000000000000002E-5,F,1996,CA
11,1.2E-4,5.0000000000000002E-5,F,1996,CA
12,1.2999999999999999E-4,5.0000000000000002E-5,F,1996,CA
13,1.4999999999999999E-4,5.0000000000000002E-5,F,1996,CA
14,1.8000000000000001E-4,6.0000000000000002E-5,F,1996,CA
15,2.3000000000000001E-4,6.9999999999999994E-5,F,1996,CA
16,2.9E-4,8.0000000000000007E-5,F,1996,CA
17,3.3E-4,8.0000000000000007E-5,F,1996,CA
18,3.4000000000000002E-4,8.0000000000000007E-5,F,1996,CA
19,3.4000000000000002E-4,8.0000000000000007E-5,F,1996,CA
20,3.4000000000000002E-4,8.0000000000000007E-5,F,1996,CA
21,3.3E-4,8.0000000000000007E-5,F,1996,CA
22,3.3E-4,8.0000000000000007E-5,F,1996,CA
23,3.3E-4,8.0000000000000007E-5,F,1996,CA
24,3.3E-4,8.0000000000000007E-5,F,1996,CA
25,3.4000000000000002E-4,8.0000000000000007E-5,F,1996,CA
26,3.5E-4,8.0000000000000007E-5,F,1996,CA
27,3.6000000000000002E-4,8.0000000000000007E-5,F,1996,CA
28,3.8000000000000002E-4,8.0000000000000007E-5,F,1996,CA
29,4.0999999999999999E-4,8.0000000000000007E-5,F,1996,CA
30,4.4000000000000002E-4,9.0000000000000006E-5,F,1996,CA
31,4.8000000000000001E-4,9.0000000000000006E-5,F,1996,CA
32,5.1999999999999995E-4,9.0000000000000006E-5,F,1996,CA
33,5.6999999999999998E-4,9.0000000000000006E-5,F,1996,CA
34,6.2E-4,1E-4,F,1996,CA
35,6.7000000000000002E-4,1E-4,F,1996,CA
36,7.2000000000000005E-4,1E-4,F,1996,CA
37,7.9000000000000001E-4,1.1E-4,F,1996,CA
38,8.5999999999999998E-4,1.1E-4,F,1996,CA
39,9.3999999999999997E-4,1.2E-4,F,1996,CA
40,1.0300000000000001E-3,1.2999999999999999E-4,F,1996,CA
41,1.1299999999999999E-3,1.2999999999999999E-4,F,1996,CA
42,1.24E-3,1.3999999999999999E-4,F,1996,CA
43,1.3600000000000001E-3,1.4999999999999999E-4,F,1996,CA
44,1.49E-3,1.6000000000000001E-4,F,1996,CA
45,1.6299999999999999E-3,1.7000000000000001E-4,F,1996,CA
46,1.7799999999999999E-3,1.8000000000000001E-4,F,1996,CA
47,1.9499999999999999E-3,1.9000000000000001E-4,F,1996,CA
48,2.14E-3,2.0000000000000001E-4,F,1996,CA
49,2.3400000000000001E-3,2.1000000000000001E-4,F,1996,CA
50,2.5500000000000002E-3,2.3000000000000001E-4,F,1996,CA
51,2.7899999999999999E-3,2.5000000000000001E-4,F,1996,CA
52,3.0500000000000002E-3,2.7E-4,F,1996,CA
53,3.3400000000000001E-3,2.7999999999999998E-4,F,1996,CA
54,3.6600000000000001E-3,2.9999999999999997E-4,F,1996,CA
55,4.0000000000000001E-3,3.2000000000000003E-4,F,1996,CA
56,4.3899999999999998E-3,3.5E-4,F,1996,CA
57,4.81E-3,3.6999999999999999E-4,F,1996,CA
58,5.28E-3,3.8999999999999999E-4,F,1996,CA
59,5.7999999999999996E-3,4.2000000000000002E-4,F,1996,CA
60,6.3699999999999998E-3,4.4000000000000002E-4,F,1996,CA
61,7.0000000000000001E-3,4.6999999999999999E-4,F,1996,CA
62,7.7000000000000002E-3,4.8999999999999998E-4,F,1996,CA
63,8.4700000000000001E-3,5.1000000000000004E-4,F,1996,CA
64,9.3200000000000002E-3,5.4000000000000001E-4,F,1996,CA
65,1.026E-2,5.5999999999999995E-4,F,1996,CA
66,1.1310000000000001E-2,5.9000000000000003E-4,F,1996,CA
67,1.247E-2,6.3000000000000003E-4,F,1996,CA
68,1.376E-2,6.7000000000000002E-4,F,1996,CA
69,1.5180000000000001E-2,7.1000000000000002E-4,F,1996,CA
70,1.677E-2,7.3999999999999999E-4,F,1996,CA
71,1.8530000000000001E-2,7.9000000000000001E-4,F,1996,CA
72,2.0480000000000002E-2,8.4000000000000003E-4,F,1996,CA
73,2.266E-2,8.9999999999999998E-4,F,1996,CA
74,2.5069999999999999E-2,9.5E-4,F,1996,CA
75,2.776E-2,1.0300000000000001E-3,F,1996,CA
76,3.0759999999999999E-2,1.1199999999999999E-3,F,1996,CA
77,3.4099999999999998E-2,1.2600000000000001E-3,F,1996,CA
78,3.7819999999999999E-2,1.3799999999999999E-3,F,1996,CA
79,4.197E-2,1.48E-3,F,1996,CA
80,4.6600000000000003E-2,1.5900000000000001E-3,F,1996,CA
81,5.176E-2,1.6900000000000001E-3,F,1996,CA
82,5.7540000000000001E-2,1.8600000000000001E-3,F,1996,CA
83,6.3990000000000005E-2,2.0600000000000002E-3,F,1996,CA
84,7.1199999999999999E-2,2.3E-3,F,1996,CA
85,7.9259999999999997E-2,2.5600000000000002E-3,F,1996,CA
86,8.8289999999999993E-2,2.8700000000000002E-3,F,1996,CA
87,9.8400000000000001E-2,3.2200000000000002E-3,F,1996,CA
88,0.10972999999999999,3.64E-3,F,1996,CA
89,0.12242,4.1399999999999996E-3,F,1996,CA
90,0.13666,4.7400000000000003E-3,F,1996,CA
91,0.15223999999999999,5.47E-3,F,1996,CA
92,0.16882,6.3400000000000001E-3,F,1996,CA
93,0.18633,7.3800000000000003E-3,F,1996,CA
94,0.20469999999999999,8.6499999999999997E-3,F,1996,CA
95,0.21979000000000001,1.0120000000000001E-2,F,1996,CA
96,0.23865,1.197E-2,F,1996,CA
97,0.25819999999999999,1.4250000000000001E-2,F,1996,CA
98,0.27831,1.7069999999999998E-2,F,1996,CA
99,0.29883999999999999,2.0570000000000001E-2,F,1996,CA
100,0.31963999999999998,2.5309999999999999E-2,F,1996,CA
101,0.34054000000000001,3.2390000000000002E-2,F,1996,CA
102,0.36138999999999999,4.086E-2,F,1996,CA
103,0.38202000000000003,5.2549999999999999E-2,F,1996,CA
104,0.40228000000000003,6.9239999999999996E-2,F,1996,CA
105,0.42201,8.634E-2,F,1996,CA
106,0.44109999999999999,0.10897,F,1996,CA
107,0.45943000000000001,0.21246000000000001,F,1996,CA
108,0.47692000000000001,0.24085000000000001,F,1996,CA
109,0.49347999999999997,0.22946,F,1996,CA
110,1,0,F,1996,CA
0,5.94E-3,3.6000000000000002E-4,M,1997,CA
1,4.4000000000000002E-4,9.0000000000000006E-5,M,1997,CA
2,3.3E-4,8.0000000000000007E-5,M,1997,CA
3,2.5999999999999998E-4,6.9999999999999994E-5,M,1997,CA
4,2.1000000000000001E-4,6.0000000000000002E-5,M,1997,CA
5,1.8000000000000001E-4,6.0000000000000002E-5,M,1997,CA
6,1.6000000000000001E-4,5.0000000000000002E-5,M,1997,CA
7,1.6000000000000001E-4,5.0000000000000002E-5,M,1997,CA
8,1.4999999999999999E-4,5.0000000000000002E-5,M,1997,CA
9,1.6000000000000001E-4,5.0000000000000002E-5,M,1997,CA
10,1.7000000000000001E-4,6.0000000000000002E-5,M,1997,CA
11,1.9000000000000001E-4,6.0000000000000002E-5,M,1997,CA
12,2.2000000000000001E-4,6.0000000000000002E-5,M,1997,CA
13,2.7E-4,6.9999999999999994E-5,M,1997,CA
14,3.5E-4,8.0000000000000007E-5,M,1997,CA
15,4.6999999999999999E-4,9.0000000000000006E-5,M,1997,CA
16,6.2E-4,1.1E-4,M,1997,CA
17,7.6000000000000004E-4,1.2E-4,M,1997,CA
18,8.5999999999999998E-4,1.2999999999999999E-4,M,1997,CA
19,9.3999999999999997E-4,1.2999999999999999E-4,M,1997,CA
20,9.8999999999999999E-4,1.3999999999999999E-4,M,1997,CA
21,1.0200000000000001E-3,1.3999999999999999E-4,M,1997,CA
22,1.0200000000000001E-3,1.3999999999999999E-4,M,1997,CA
23,9.8999999999999999E-4,1.3999999999999999E-4,M,1997,CA
24,9.3999999999999997E-4,1.2999999999999999E-4,M,1997,CA
25,8.8000000000000003E-4,1.2999999999999999E-4,M,1997,CA
26,8.5999999999999998E-4,1.2E-4,M,1997,CA
27,8.4999999999999995E-4,1.2E-4,M,1997,CA
28,8.7000000000000001E-4,1.2E-4,M,1997,CA
29,9.1E-4,1.2999999999999999E-4,M,1997,CA
30,9.7999999999999997E-4,1.2999999999999999E-4,M,1997,CA
31,1.06E-3,1.2999999999999999E-4,M,1997,CA
32,1.14E-3,1.2999999999999999E-4,M,1997,CA
33,1.2099999999999999E-3,1.2999999999999999E-4,M,1997,CA
34,1.2700000000000001E-3,1.2999999999999999E-4,M,1997,CA
35,1.33E-3,1.3999999999999999E-4,M,1997,CA
36,1.3799999999999999E-3,1.3999999999999999E-4,M,1997,CA
37,1.4400000000000001E-3,1.3999999999999999E-4,M,1997,CA
38,1.5100000000000001E-3,1.4999999999999999E-4,M,1997,CA
39,1.6000000000000001E-3,1.4999999999999999E-4,M,1997,CA
40,1.6999999999999999E-3,1.6000000000000001E-4,M,1997,CA
41,1.81E-3,1.7000000000000001E-4,M,1997,CA
42,1.9400000000000001E-3,1.7000000000000001E-4,M,1997,CA
43,2.0799999999999998E-3,1.8000000000000001E-4,M,1997,CA
44,2.2499999999999998E-3,1.9000000000000001E-4,M,1997,CA
45,2.4399999999999999E-3,2.1000000000000001E-4,M,1997,CA
46,2.66E-3,2.2000000000000001E-4,M,1997,CA
47,2.9099999999999998E-3,2.3000000000000001E-4,M,1997,CA
48,3.2000000000000002E-3,2.4000000000000001E-4,M,1997,CA
49,3.5300000000000002E-3,2.5000000000000001E-4,M,1997,CA
50,3.9100000000000003E-3,2.7E-4,M,1997,CA
51,4.3499999999999997E-3,2.9999999999999997E-4,M,1997,CA
52,4.8300000000000001E-3,3.3E-4,M,1997,CA
53,5.3600000000000002E-3,3.5E-4,M,1997,CA
54,5.94E-3,3.8000000000000002E-4,M,1997,CA
55,6.5900000000000004E-3,4.0999999999999999E-4,M,1997,CA
56,7.3099999999999997E-3,4.4000000000000002E-4,M,1997,CA
57,8.09E-3,4.8000000000000001E-4,M,1997,CA
58,8.9599999999999992E-3,5.1000000000000004E-4,M,1997,CA
59,9.92E-3,5.5000000000000003E-4,M,1997,CA
60,1.098E-2,5.9000000000000003E-4,M,1997,CA
61,1.214E-2,6.2E-4,M,1997,CA
62,1.342E-2,6.6E-4,M,1997,CA
63,1.4829999999999999E-2,6.9999999999999999E-4,M,1997,CA
64,1.6379999999999999E-2,7.2999999999999996E-4,M,1997,CA
65,1.8089999999999998E-2,7.6000000000000004E-4,M,1997,CA
66,1.9959999999999999E-2,8.0999999999999996E-4,M,1997,CA
67,2.2020000000000001E-2,8.5999999999999998E-4,M,1997,CA
68,2.4279999999999999E-2,9.3000000000000005E-4,M,1997,CA
69,2.6749999999999999E-2,9.8999999999999999E-4,M,1997,CA
70,2.947E-2,1.07E-3,M,1997,CA
71,3.245E-2,1.14E-3,M,1997,CA
72,3.5720000000000002E-2,1.2199999999999999E-3,M,1997,CA
73,3.9300000000000002E-2,1.32E-3,M,1997,CA
74,4.3209999999999998E-2,1.42E-3,M,1997,CA
75,4.7500000000000001E-2,1.5200000000000001E-3,M,1997,CA
76,5.219E-2,1.66E-3,M,1997,CA
77,5.731E-2,1.82E-3,M,1997,CA
78,6.2920000000000004E-2,2.0899999999999998E-3,M,1997,CA
79,6.9040000000000004E-2,2.3E-3,M,1997,CA
80,7.5719999999999996E-2,2.5000000000000001E-3,M,1997,CA
81,8.301E-2,2.7100000000000002E-3,M,1997,CA
82,9.0959999999999999E-2,2.9099999999999998E-3,M,1997,CA
83,9.9629999999999996E-2,3.2499999999999999E-3,M,1997,CA
84,0.10908,3.64E-3,M,1997,CA
85,0.11937,4.1700000000000001E-3,M,1997,CA
86,0.13058,4.7600000000000003E-3,M,1997,CA
87,0.14277000000000001,5.3800000000000002E-3,M,1997,CA
88,0.15604000000000001,6.1999999999999998E-3,M,1997,CA
89,0.17047000000000001,7.1000000000000004E-3,M,1997,CA
90,0.18614,8.3499999999999998E-3,M,1997,CA
91,0.20282,9.7599999999999996E-3,M,1997,CA
92,0.22012999999999999,1.154E-2,M,1997,CA
93,0.23799000000000001,1.359E-2,M,1997,CA
94,0.25629999999999997,1.6250000000000001E-2,M,1997,CA
95,0.26829999999999998,1.941E-2,M,1997,CA
96,0.28598000000000001,2.3390000000000001E-2,M,1997,CA
97,0.30393999999999999,2.828E-2,M,1997,CA
98,0.32207000000000002,3.4630000000000001E-2,M,1997,CA
99,0.34027000000000002,4.2770000000000002E-2,M,1997,CA
100,0.35842000000000002,5.3690000000000002E-2,M,1997,CA
101,0.37642999999999999,6.8419999999999995E-2,M,1997,CA
102,0.39418999999999998,7.6530000000000001E-2,M,1997,CA
103,0.41159000000000001,0.11065999999999999,M,1997,CA
104,0.42856,0.12933,M,1997,CA
105,0.44500000000000001,0.15748000000000001,M,1997,CA
106,0.46085999999999999,0.25785000000000002,M,1997,CA
107,0.47605999999999998,0.30202000000000001,M,1997,CA
108,0.49057000000000001,0.48525000000000001,M,1997,CA
109,0.50436000000000003,0.84743999999999997,M,1997,CA
110,1,0,M,1997,CA
0,4.96E-3,3.3E-4,F,1997,CA
1,3.6999999999999999E-4,9.0000000000000006E-5,F,1997,CA
2,2.7999999999999998E-4,8.0000000000000007E-5,F,1997,CA
3,2.2000000000000001E-4,6.9999999999999994E-5,F,1997,CA
4,1.8000000000000001E-4,6.0000000000000002E-5,F,1997,CA
5,1.6000000000000001E-4,5.0000000000000002E-5,F,1997,CA
6,1.3999999999999999E-4,5.0000000000000002E-5,F,1997,CA
7,1.2999999999999999E-4,5.0000000000000002E-5,F,1997,CA
8,1.2999999999999999E-4,5.0000000000000002E-5,F,1997,CA
9,1.2999999999999999E-4,5.0000000000000002E-5,F,1997,CA
10,1.2999999999999999E-4,5.0000000000000002E-5,F,1997,CA
11,1.3999999999999999E-4,5.0000000000000002E-5,F,1997,CA
12,1.6000000000000001E-4,6.0000000000000002E-5,F,1997,CA
13,1.8000000000000001E-4,6.0000000000000002E-5,F,1997,CA
14,2.2000000000000001E-4,6.0000000000000002E-5,F,1997,CA
15,2.5999999999999998E-4,6.9999999999999994E-5,F,1997,CA
16,3.1E-4,8.0000000000000007E-5,F,1997,CA
17,3.4000000000000002E-4,8.0000000000000007E-5,F,1997,CA
18,3.4000000000000002E-4,8.0000000000000007E-5,F,1997,CA
19,3.3E-4,8.0000000000000007E-5,F,1997,CA
20,3.2000000000000003E-4,8.0000000000000007E-5,F,1997,CA
21,3.1E-4,8.0000000000000007E-5,F,1997,CA
22,3.2000000000000003E-4,8.0000000000000007E-5,F,1997,CA
23,3.2000000000000003E-4,8.0000000000000007E-5,F,1997,CA
24,3.3E-4,8.0000000000000007E-5,F,1997,CA
25,3.4000000000000002E-4,8.0000000000000007E-5,F,1997,CA
26,3.6000000000000002E-4,8.0000000000000007E-5,F,1997,CA
27,3.6999999999999999E-4,8.0000000000000007E-5,F,1997,CA
28,3.8999999999999999E-4,8.0000000000000007E-5,F,1997,CA
29,4.0999999999999999E-4,9.0000000000000006E-5,F,1997,CA
30,4.2000000000000002E-4,9.0000000000000006E-5,F,1997,CA
31,4.4999999999999999E-4,9.0000000000000006E-5,F,1997,CA
32,4.6999999999999999E-4,8.0000000000000007E-5,F,1997,CA
33,5.1000000000000004E-4,9.0000000000000006E-5,F,1997,CA
34,5.5000000000000003E-4,9.0000000000000006E-5,F,1997,CA
35,5.9999999999999995E-4,9.0000000000000006E-5,F,1997,CA
36,6.4999999999999997E-4,1E-4,F,1997,CA
37,7.2000000000000005E-4,1E-4,F,1997,CA
38,7.9000000000000001E-4,1.1E-4,F,1997,CA
39,8.7000000000000001E-4,1.1E-4,F,1997,CA
40,9.6000000000000002E-4,1.2E-4,F,1997,CA
41,1.06E-3,1.2999999999999999E-4,F,1997,CA
42,1.16E-3,1.2999999999999999E-4,F,1997,CA
43,1.2800000000000001E-3,1.3999999999999999E-4,F,1997,CA
44,1.41E-3,1.4999999999999999E-4,F,1997,CA
45,1.5499999999999999E-3,1.6000000000000001E-4,F,1997,CA
46,1.6999999999999999E-3,1.7000000000000001E-4,F,1997,CA
47,1.8699999999999999E-3,1.8000000000000001E-4,F,1997,CA
48,2.0400000000000001E-3,1.9000000000000001E-4,F,1997,CA
49,2.2399999999999998E-3,2.0000000000000001E-4,F,1997,CA
50,2.4499999999999999E-3,2.1000000000000001E-4,F,1997,CA
51,2.6800000000000001E-3,2.4000000000000001E-4,F,1997,CA
52,2.9399999999999999E-3,2.5999999999999998E-4,F,1997,CA
53,3.2200000000000002E-3,2.7E-4,F,1997,CA
54,3.5300000000000002E-3,2.9E-4,F,1997,CA
55,3.8700000000000002E-3,3.1E-4,F,1997,CA
56,4.2399999999999998E-3,3.3E-4,F,1997,CA
57,4.6600000000000001E-3,3.6000000000000002E-4,F,1997,CA
58,5.1200000000000004E-3,3.8000000000000002E-4,F,1997,CA
59,5.62E-3,4.0999999999999999E-4,F,1997,CA
60,6.1900000000000002E-3,4.2999999999999999E-4,F,1997,CA
61,6.8100000000000001E-3,4.4999999999999999E-4,F,1997,CA
62,7.4900000000000001E-3,4.8000000000000001E-4,F,1997,CA
63,8.2500000000000004E-3,5.1000000000000004E-4,F,1997,CA
64,9.1000000000000004E-3,5.2999999999999998E-4,F,1997,CA
65,1.0030000000000001E-2,5.5999999999999995E-4,F,1997,CA
66,1.107E-2,5.9000000000000003E-4,F,1997,CA
67,1.223E-2,6.2E-4,F,1997,CA
68,1.3509999999999999E-2,6.6E-4,F,1997,CA
69,1.4930000000000001E-2,6.9999999999999999E-4,F,1997,CA
70,1.651E-2,7.3999999999999999E-4,F,1997,CA
71,1.8270000000000002E-2,7.7999999999999999E-4,F,1997,CA
72,2.0230000000000001E-2,8.3000000000000001E-4,F,1997,CA
73,2.2409999999999999E-2,8.8000000000000003E-4,F,1997,CA
74,2.4840000000000001E-2,9.5E-4,F,1997,CA
75,2.7550000000000002E-2,1.01E-3,F,1997,CA
76,3.057E-2,1.09E-3,F,1997,CA
77,3.3939999999999998E-2,1.1900000000000001E-3,F,1997,CA
78,3.771E-2,1.3500000000000001E-3,F,1997,CA
79,4.1910000000000003E-2,1.48E-3,F,1997,CA
80,4.6620000000000002E-2,1.5900000000000001E-3,F,1997,CA
81,5.1880000000000003E-2,1.72E-3,F,1997,CA
82,5.7759999999999999E-2,1.83E-3,F,1997,CA
83,6.4350000000000004E-2,2.0200000000000001E-3,F,1997,CA
84,7.1730000000000002E-2,2.2499999999999998E-3,F,1997,CA
85,0.08,2.5200000000000001E-3,F,1997,CA
86,8.9270000000000002E-2,2.82E-3,F,1997,CA
87,9.9680000000000005E-2,3.1800000000000001E-3,F,1997,CA
88,0.11136,3.5999999999999999E-3,F,1997,CA
89,0.12447999999999999,4.0899999999999999E-3,F,1997,CA
90,0.13922000000000001,4.7000000000000002E-3,F,1997,CA
91,0.15537999999999999,5.4200000000000003E-3,F,1997,CA
92,0.17257,6.2899999999999996E-3,F,1997,CA
93,0.19075,7.3200000000000001E-3,F,1997,CA
94,0.20982000000000001,8.5800000000000008E-3,F,1997,CA
95,0.22564999999999999,1.005E-2,F,1997,CA
96,0.24521999999999999,1.1939999999999999E-2,F,1997,CA
97,0.26545999999999997,1.4149999999999999E-2,F,1997,CA
98,0.28625,1.704E-2,F,1997,CA
99,0.30741000000000002,2.0590000000000001E-2,F,1997,CA
100,0.32878000000000002,2.5319999999999999E-2,F,1997,CA
101,0.35020000000000001,3.236E-2,F,1997,CA
102,0.37147000000000002,4.0779999999999997E-2,F,1997,CA
103,0.39243,5.2400000000000002E-2,F,1997,CA
104,0.41292000000000001,6.898E-2,F,1997,CA
105,0.43280000000000002,8.5940000000000003E-2,F,1997,CA
106,0.45191999999999999,0.10836,F,1997,CA
107,0.47019,0.16269,F,1997,CA
108,0.48753000000000002,0.23910999999999999,F,1997,CA
109,0.50385999999999997,0.37071999999999999,F,1997,CA
110,1,0,F,1997,CA
0,5.7000000000000002E-3,3.5E-4,M,1998,CA
1,3.8000000000000002E-4,9.0000000000000006E-5,M,1998,CA
2,2.9999999999999997E-4,8.0000000000000007E-5,M,1998,CA
3,2.4000000000000001E-4,6.9999999999999994E-5,M,1998,CA
4,2.0000000000000001E-4,6.0000000000000002E-5,M,1998,CA
5,1.7000000000000001E-4,6.0000000000000002E-5,M,1998,CA
6,1.4999999999999999E-4,5.0000000000000002E-5,M,1998,CA
7,1.3999999999999999E-4,5.0000000000000002E-5,M,1998,CA
8,1.2999999999999999E-4,5.0000000000000002E-5,M,1998,CA
